,Year,Month,Day,Temp high (°C),Temp avg (°C),Temp low (°C),Dew Point high (°C),Dew Point avg (°C),Dew Point low (°C),Humidity (%) high,Humidity (%) avg,Humidity (%) low,Sea Level Press. (hPa) high,Sea Level Press. (hPa) avg,Sea Level Press. (hPa) low,Visibility (km) high,Visibility (km) avg,Visibility (km) low,Wind (km/h) low,Wind (km/h) avg,Wind (km/h) high,Precip. (mm) sum,WeatherEvent
1493,2013,Feb,2,-2,-4,-7,-7,-12,-16,81,58,34,1026,1021,1018,16,12,2,26,10,42,0.51,Snow
1494,2013,Feb,3,-1,-3,-4,-6,-8,-10,81,67,53,1017,1012,1009,16,13,3,16,6,24,0.51,Snow
1495,2013,Feb,4,-1,-3,-5,-7,-13,-14,69,54,39,1015,1013,1009,16,16,11,27,12,52,0,
1496,2013,Feb,5,0,-1,-2,-2,-4,-9,85,68,50,1015,1013,1012,16,8,3,21,8,24,0.51,Snow
1497,2013,Feb,6,4,1,-2,-2,-7,-18,92,62,31,1028,1020,1013,16,12,4,24,7,35,0,
1498,2013,Feb,7,0,-2,-3,-6,-12,-17,59,44,29,1033,1030,1027,16,16,16,16,9,21,0,
1499,2013,Feb,8,1,-1,-3,-1,-2,-5,92,78,63,1026,1011,1004,16,5,0,40,22,60,29.21,"Fog , Rain , Snow"
1500,2013,Feb,9,0,-3,-6,-3,-8,-15,92,64,36,1027,1015,1008,16,7,0,29,14,50,9.65,"Fog , Snow"
1501,2013,Feb,10,2,-3,-8,-6,-12,-14,67,51,35,1032,1029,1027,16,16,16,21,5,32,0,
1502,2013,Feb,11,7,4,1,6,4,-9,100,74,47,1026,1012,1005,16,5,1,16,6,29,12.45,"Fog , Rain"
1503,2013,Feb,12,7,4,2,3,-4,-6,83,64,45,1014,1011,1006,16,16,16,27,14,52,0,
1504,2013,Feb,13,7,4,1,-1,-4,-7,82,61,40,1014,1009,1006,16,14,4,19,5,29,0.76,Snow
1505,2013,Feb,14,8,4,1,-1,-2,-6,89,63,37,1016,1012,1006,16,14,6,21,7,29,T,Snow
1506,2013,Feb,15,13,8,3,2,-1,-3,76,59,41,1016,1015,1013,16,13,8,26,10,39,0,
1507,2013,Feb,16,5,2,-1,1,-4,-11,92,69,45,1015,1012,1007,16,16,11,24,11,40,0.51,Snow
1508,2013,Feb,17,0,-4,-8,-11,-16,-19,47,37,27,1016,1008,1004,16,16,16,40,20,64,0,
1509,2013,Feb,18,2,-3,-8,-12,-16,-18,49,39,28,1024,1022,1016,16,16,16,27,13,50,0,
1510,2013,Feb,19,9,5,1,6,-2,-12,89,64,38,1022,1012,1005,16,15,8,29,11,45,3.81,Rain
1511,2013,Feb,20,3,0,-4,-7,-11,-14,54,45,36,1015,1011,1006,16,16,16,35,19,55,0,
1512,2013,Feb,21,1,-2,-4,-11,-12,-13,60,49,38,1025,1018,1015,16,16,16,34,16,52,0,
1513,2013,Feb,22,3,0,-4,-1,-6,-11,70,59,48,1029,1027,1025,16,16,16,26,11,39,0,
1514,2013,Feb,23,6,4,2,4,2,-1,93,85,76,1025,1017,1009,16,7,2,34,14,48,6.6,Rain
1515,2013,Feb,24,8,5,1,2,0,-7,92,72,52,1014,1009,1007,16,14,3,27,11,52,0.25,
1516,2013,Feb,25,7,4,0,-3,-4,-6,69,57,45,1024,1020,1015,16,16,16,19,7,29,0,
1517,2013,Feb,26,7,4,2,1,-1,-3,92,75,57,1026,1022,1012,16,14,5,32,12,45,3.56,Rain
1518,2013,Feb,27,8,6,2,6,3,1,100,83,65,1013,1003,999,16,6,1,39,18,60,39.62,Rain
1519,2013,Feb,28,11,7,4,2,0,-3,70,58,46,1004,1002,1001,16,16,11,19,7,31,T,Rain
1520,2013,Mar,1,7,5,2,-2,-3,-4,75,60,45,1008,1005,1003,16,16,16,24,9,37,0,
1521,2013,Mar,2,4,2,-1,-3,-5,-6,69,59,48,1008,1007,1006,16,14,4,21,12,31,T,Snow
1522,2013,Mar,3,4,2,-2,-6,-8,-10,72,56,40,1008,1006,1004,16,16,10,26,12,40,T,Snow
1523,2013,Mar,4,6,2,-3,-8,-8,-11,63,52,40,1012,1009,1008,16,16,16,29,16,47,0,
1524,2013,Mar,5,9,4,-1,-3,-6,-8,63,50,37,1017,1015,1013,16,16,16,24,11,40,0,
1525,2013,Mar,6,6,4,3,1,-1,-3,82,69,55,1015,1012,1011,16,16,16,48,25,74,0,
1526,2013,Mar,7,3,2,1,1,-1,-4,96,78,59,1019,1017,1013,16,8,2,42,16,60,4.83,Snow
1527,2013,Mar,8,6,3,-1,0,-1,-4,100,76,51,1022,1018,1016,16,7,0,27,12,43,14.22,"Fog , Snow"
1528,2013,Mar,9,13,7,2,-2,-6,-11,59,40,21,1027,1024,1022,16,16,16,26,10,37,0,
1529,2013,Mar,10,10,6,2,1,0,-3,82,70,58,1029,1027,1026,16,16,16,21,8,26,0,
1530,2013,Mar,11,12,8,4,8,4,1,93,81,68,1027,1023,1019,16,15,10,26,10,39,0,
1531,2013,Mar,12,14,10,6,12,8,2,96,81,65,1019,1011,1005,16,10,3,32,13,60,20.07,Rain
1532,2013,Mar,13,11,7,3,2,-3,-7,76,54,31,1012,1011,1009,16,16,16,27,10,43,0,
1533,2013,Mar,14,5,2,-2,-4,-12,-16,59,41,23,1014,1012,1010,16,16,16,34,19,55,0,
1534,2013,Mar,15,8,4,-1,-2,-8,-13,57,46,35,1015,1011,1006,16,16,16,26,13,42,0,
1535,2013,Mar,16,5,3,0,-1,-3,-8,89,67,44,1013,1010,1008,16,9,0,21,6,31,3.05,"Fog , Snow"
1536,2013,Mar,17,3,1,-2,-2,-9,-13,82,57,32,1026,1020,1013,16,16,14,23,10,37,0,
1537,2013,Mar,18,2,0,-2,-1,-7,-15,100,68,35,1029,1025,1016,16,10,0,27,15,39,15.24,"Fog , Rain , Snow"
1538,2013,Mar,19,6,3,1,1,0,-3,96,78,59,1015,1008,1006,16,12,3,37,16,53,9.14,Rain
1539,2013,Mar,20,7,4,0,-4,-8,-10,64,46,28,1012,1010,1009,16,16,16,32,12,45,T,
1540,2013,Mar,21,4,2,-1,-3,-9,-13,78,54,30,1010,1007,1003,16,16,11,23,10,37,T,Snow
1541,2013,Mar,22,5,2,-2,-6,-9,-12,58,48,37,1012,1009,1007,16,16,16,27,14,42,0,
1542,2013,Mar,23,8,4,0,-6,-8,-9,56,44,31,1013,1011,1010,16,16,16,29,15,50,0,
1543,2013,Mar,24,8,4,1,-3,-7,-8,59,47,34,1014,1010,1006,16,16,16,21,8,29,0,
1544,2013,Mar,25,4,3,2,1,-1,-5,92,71,50,1006,1001,998,16,13,6,39,14,58,4.32,"Rain , Snow"
1545,2013,Mar,26,12,7,3,-1,-3,-6,76,54,32,1011,1007,1002,16,16,16,21,8,32,0,
1546,2013,Mar,27,12,7,2,-2,-5,-8,60,43,26,1015,1012,1011,16,16,16,26,9,39,0,
1547,2013,Mar,28,11,7,3,-1,-2,-4,70,56,42,1020,1016,1014,16,16,16,21,9,37,T,
1548,2013,Mar,29,13,9,4,-2,-3,-5,64,47,29,1021,1020,1017,16,16,16,24,9,39,0,
1549,2013,Mar,30,15,10,4,-1,-4,-9,64,42,19,1022,1020,1018,16,16,16,19,7,27,0,
1550,2013,Mar,31,12,9,7,7,1,-7,93,61,29,1020,1014,1005,16,13,2,26,10,39,2.03,Rain
1551,2013,Apr,1,17,10,3,7,3,-12,93,62,30,1013,1006,1003,16,12,3,32,10,50,T,Rain
1552,2013,Apr,2,6,3,1,-10,-12,-14,43,33,22,1019,1015,1013,16,16,16,29,15,48,0,
1553,2013,Apr,3,8,4,1,-11,-13,-14,41,31,20,1026,1021,1019,16,16,16,24,17,50,0,
1554,2013,Apr,4,12,6,1,-2,-8,-11,53,40,26,1029,1024,1019,16,16,16,21,9,35,0,
1555,2013,Apr,5,18,12,5,-2,-6,-10,57,37,16,1018,1012,1006,16,16,16,27,9,47,0,
1556,2013,Apr,6,11,7,2,-2,-9,-16,57,36,14,1026,1023,1016,16,16,16,32,10,50,0,
1557,2013,Apr,7,13,9,4,6,1,-6,71,56,40,1026,1021,1016,16,16,16,23,11,50,0,
1558,2013,Apr,8,23,17,11,8,5,2,77,52,27,1018,1016,1015,16,16,16,26,7,42,0,
1559,2013,Apr,9,28,19,11,10,6,-1,89,53,16,1015,1014,1012,16,15,10,27,8,50,T,
1560,2013,Apr,10,23,18,13,14,10,7,86,65,44,1014,1012,1009,16,12,2,26,8,52,12.45,Rain
1561,2013,Apr,11,16,12,8,14,9,3,93,77,60,1018,1014,1008,16,13,2,24,10,37,T,
1562,2013,Apr,12,8,7,5,5,4,3,93,82,71,1017,1011,1006,16,9,2,37,18,55,16,Rain
1563,2013,Apr,13,14,10,5,4,3,-1,93,67,41,1015,1011,1007,16,16,13,21,5,31,0.25,Rain
1564,2013,Apr,14,14,11,8,2,-2,-4,61,46,30,1023,1018,1015,16,16,16,26,9,39,0,Rain
1565,2013,Apr,15,15,11,7,4,-2,-4,71,51,30,1029,1027,1024,16,16,16,23,9,29,0,
1566,2013,Apr,16,17,13,8,11,8,3,80,70,60,1028,1025,1020,16,16,16,29,10,42,0,
1567,2013,Apr,17,22,17,13,12,6,0,78,53,28,1026,1022,1020,16,16,16,19,9,31,0.51,Rain
1568,2013,Apr,18,15,13,11,12,6,1,100,70,40,1027,1025,1020,16,15,8,27,10,43,0.25,Rain
1569,2013,Apr,19,22,17,13,16,13,12,93,80,66,1020,1012,1004,16,12,1,26,12,42,1.27,Rain
1570,2013,Apr,20,16,11,6,13,2,-6,83,54,25,1026,1013,1006,16,16,10,26,14,48,1.52,Rain
1571,2013,Apr,21,13,8,3,-1,-6,-9,58,40,22,1037,1033,1027,16,16,16,24,8,37,0,
1572,2013,Apr,22,13,9,5,1,-1,-3,67,53,38,1038,1036,1032,16,16,16,34,15,42,0,
1573,2013,Apr,23,12,8,5,4,2,-1,76,69,62,1032,1027,1020,16,16,6,32,14,50,0,
1574,2013,Apr,24,21,14,7,9,6,3,83,64,45,1019,1015,1010,16,14,11,19,8,31,0,
1575,2013,Apr,25,19,13,8,11,-2,-7,77,48,18,1025,1020,1011,16,16,14,26,9,45,0,
1576,2013,Apr,26,19,15,10,0,-2,-7,45,32,18,1030,1027,1025,16,16,16,21,5,37,0,
1577,2013,Apr,27,22,16,9,-1,-3,-6,46,32,18,1030,1028,1026,16,16,16,21,7,29,0,
1578,2013,Apr,28,21,16,11,5,1,-4,59,41,22,1026,1025,1023,16,16,14,23,7,34,0,
1579,2013,Apr,29,14,13,11,10,8,6,77,69,61,1024,1023,1022,16,16,10,21,8,35,1.02,Rain
1580,2013,Apr,30,20,16,11,9,2,-7,89,54,18,1027,1025,1023,16,16,14,16,9,-,0,
1581,2013,May,1,21,14,8,6,2,-4,71,49,27,1032,1030,1028,16,16,16,26,7,42,0,
1582,2013,May,2,22,16,9,7,4,2,80,54,27,1031,1029,1027,16,16,16,14,6,23,0,
1583,2013,May,3,19,14,9,6,4,1,80,57,34,1031,1030,1029,16,16,16,27,10,43,0,
1584,2013,May,4,21,15,9,7,5,3,86,61,35,1028,1026,1025,16,16,14,26,9,35,0,
1585,2013,May,5,18,13,8,6,4,2,76,56,36,1027,1025,1024,16,16,16,23,9,31,0,
1586,2013,May,6,21,14,8,11,8,6,86,69,52,1026,1023,1021,16,15,11,19,6,26,0,
1587,2013,May,7,23,17,11,14,11,8,83,68,53,1022,1021,1019,16,16,13,16,9,23,0,
1588,2013,May,8,17,15,13,16,14,11,97,88,78,1020,1018,1015,16,7,0,19,9,27,76.71,"Fog , Rain"
1589,2013,May,9,20,16,12,14,13,11,93,80,67,1016,1014,1012,16,9,1,14,6,21,12.7,Rain
1590,2013,May,10,26,21,15,13,12,12,80,61,42,1016,1014,1012,16,15,10,16,6,32,0.25,
1591,2013,May,11,21,19,16,17,16,13,100,89,78,1013,1009,1006,14,7,0,16,5,29,27.69,"Fog , Rain"
1592,2013,May,12,21,16,11,16,4,-4,93,59,24,1014,1007,1004,16,16,11,26,13,47,T,Rain
1593,2013,May,13,14,11,7,0,-3,-5,58,44,29,1020,1016,1014,16,16,16,24,12,40,0,
1594,2013,May,14,16,11,6,1,-3,-8,70,45,19,1020,1019,1017,16,16,16,16,7,27,0,
1595,2013,May,15,21,17,12,14,7,-2,73,56,38,1018,1012,1006,16,16,13,35,16,45,0,
1596,2013,May,16,26,22,17,13,10,5,78,55,32,1010,1008,1006,16,16,14,21,6,37,0,
1597,2013,May,17,22,18,14,5,4,1,51,40,29,1023,1017,1011,16,16,16,27,6,42,0,
1598,2013,May,18,18,16,13,12,9,4,80,62,43,1026,1025,1023,16,16,14,14,3,26,0.25,
1599,2013,May,19,15,14,13,14,13,9,100,84,67,1028,1025,1022,16,5,2,19,7,29,15.24,Rain
1600,2013,May,20,26,21,14,18,16,14,100,82,64,1022,1019,1015,16,7,0,16,3,24,0,Fog
1601,2013,May,21,30,25,20,20,18,18,84,70,55,1015,1013,1010,16,12,6,21,9,35,0,
1602,2013,May,22,26,21,15,20,17,13,90,79,68,1014,1012,1011,16,9,4,26,5,39,0,
1603,2013,May,23,27,22,18,21,19,17,100,84,67,1013,1011,1008,16,8,0,19,9,35,45.97,"Fog , Rain"
1604,2013,May,24,18,13,7,17,12,4,100,88,76,1014,1009,1005,16,10,2,24,9,48,7.62,Rain
1605,2013,May,25,12,10,7,7,5,3,92,76,59,1016,1013,1012,16,14,3,27,15,55,3.56,Rain
1606,2013,May,26,19,14,9,3,2,-1,66,48,30,1023,1017,1014,16,16,16,32,14,47,0,
1607,2013,May,27,23,17,11,4,2,0,54,39,23,1024,1022,1020,16,16,16,19,6,32,0,
1608,2013,May,28,20,17,13,14,11,4,100,72,43,1024,1022,1021,16,6,1,16,4,27,13.21,"Fog , Rain"
1609,2013,May,29,28,21,14,19,16,14,100,79,58,1021,1019,1016,16,6,1,16,3,26,0,Fog
1610,2013,May,30,32,27,22,19,17,15,73,56,38,1020,1019,1018,16,15,10,16,8,27,0,
1611,2013,May,31,32,28,24,20,17,13,69,52,35,1020,1018,1015,16,14,11,16,7,29,0,
1612,2013,Jun,1,32,28,23,20,18,17,73,59,45,1016,1015,1012,16,16,14,19,6,32,0,
1613,2013,Jun,2,31,26,21,22,19,17,97,73,48,1013,1010,1008,16,14,1,24,10,42,21.59,"Fog , Rain"
1614,2013,Jun,3,26,22,19,21,19,8,97,71,45,1012,1011,1009,16,8,0,19,5,31,22.1,"Fog , Rain"
1615,2013,Jun,4,24,19,14,8,5,2,57,43,29,1020,1016,1013,16,16,16,21,8,34,0,
1616,2013,Jun,5,23,19,14,12,7,2,78,57,36,1023,1021,1020,16,16,16,16,6,31,0,
1617,2013,Jun,6,21,18,15,15,13,9,97,72,47,1021,1020,1016,16,13,8,21,8,34,3.3,Rain
1618,2013,Jun,7,17,16,15,16,15,14,100,95,90,1016,1010,1004,13,4,1,32,14,52,105.66,"Fog , Rain"
1619,2013,Jun,8,25,19,14,17,14,12,93,77,61,1017,1009,1002,16,13,2,24,6,32,12.19,Rain
1620,2013,Jun,9,27,22,17,16,14,12,84,63,42,1022,1020,1018,16,16,14,16,4,27,0,
1621,2013,Jun,10,21,19,17,19,17,16,100,84,68,1021,1017,1010,14,4,1,23,9,40,35.05,"Fog , Rain"
1622,2013,Jun,11,27,22,18,19,18,14,100,79,58,1010,1007,1003,16,9,2,26,10,48,2.29,Rain
1623,2013,Jun,12,24,22,18,15,11,9,70,54,38,1011,1009,1006,16,16,14,26,9,47,0,
1624,2013,Jun,13,21,17,13,16,14,11,93,74,55,1010,1003,998,16,9,0,32,11,50,32,"Fog , Rain"
1625,2013,Jun,14,22,17,12,16,12,11,93,73,53,1012,1006,1001,16,13,2,29,8,45,9.65,Rain
1626,2013,Jun,15,27,22,16,13,11,8,78,55,32,1016,1014,1012,16,16,16,19,6,34,0,
1627,2013,Jun,16,27,23,18,18,13,9,73,58,43,1015,1012,1008,16,16,14,24,6,47,0,
1628,2013,Jun,17,29,25,21,19,18,16,84,68,51,1013,1012,1010,16,14,4,16,4,37,0.25,Rain
1629,2013,Jun,18,29,23,18,21,18,17,93,72,51,1012,1012,1010,14,9,2,19,6,26,4.83,Rain
1630,2013,Jun,19,25,20,15,17,12,6,93,62,31,1022,1016,1012,16,15,5,21,8,31,0.25,Rain
1631,2013,Jun,20,27,22,17,14,12,9,67,56,45,1025,1024,1022,16,16,14,19,6,32,0,
1632,2013,Jun,21,28,23,18,14,11,6,63,53,42,1026,1025,1024,16,16,16,16,8,34,0,
1633,2013,Jun,22,29,24,18,17,12,8,61,53,44,1025,1023,1021,16,16,14,16,7,32,0,
1634,2013,Jun,23,31,26,21,21,18,14,82,67,51,1022,1020,1018,16,16,14,23,7,39,0,
1635,2013,Jun,24,33,28,23,21,19,16,87,64,40,1019,1017,1014,16,14,11,21,7,32,0,
1636,2013,Jun,25,33,28,23,21,19,17,73,59,44,1015,1012,1009,16,13,11,23,5,45,T,
1637,2013,Jun,26,29,27,23,21,19,17,82,67,51,1011,1010,1008,16,14,2,19,6,31,1.27,Rain
1638,2013,Jun,27,30,27,23,23,21,19,93,75,57,1009,1006,1001,16,10,2,21,7,39,6.1,Rain
1639,2013,Jun,28,29,26,23,22,21,17,93,74,55,1002,1000,998,16,14,8,19,8,35,T,
1640,2013,Jun,29,28,25,22,22,19,17,84,71,58,1006,1002,999,16,13,10,19,6,29,0,
1641,2013,Jun,30,30,27,23,23,22,20,94,80,65,1014,1010,1006,16,11,5,16,5,32,T,Rain
1642,2013,Jul,1,25,24,22,23,22,21,93,88,82,1018,1015,1013,14,9,0,23,5,42,21.34,"Fog , Rain"
1643,2013,Jul,2,28,25,22,23,22,21,94,84,74,1022,1020,1018,16,13,10,19,4,35,2.03,Rain
1644,2013,Jul,3,28,26,23,24,23,20,100,87,74,1025,1023,1022,16,11,0,19,7,29,13.46,"Fog , Rain"
1645,2013,Jul,4,31,27,24,24,22,21,100,80,59,1025,1023,1021,16,14,10,23,7,37,0,
1646,2013,Jul,5,32,28,24,23,22,19,87,69,51,1024,1022,1019,16,15,13,21,8,31,0,
1647,2013,Jul,6,33,29,26,22,21,19,79,62,44,1021,1019,1017,16,16,14,21,7,34,0,
1648,2013,Jul,7,33,29,26,22,21,17,74,63,51,1018,1016,1013,16,16,16,21,7,37,0,
1649,2013,Jul,8,32,27,23,22,19,18,87,67,46,1017,1016,1014,16,13,0,21,7,39,5.59,"Fog , Rain"
1650,2013,Jul,9,31,27,23,23,20,18,88,71,53,1019,1017,1015,14,10,1,24,5,40,5.84,Rain
1651,2013,Jul,10,29,27,24,23,22,20,87,73,59,1016,1013,1009,16,10,6,21,7,32,T,Rain
1652,2013,Jul,11,29,27,24,23,19,14,85,66,47,1013,1011,1009,16,14,11,16,6,27,T,
1653,2013,Jul,12,25,23,20,21,18,15,93,74,54,1020,1017,1013,16,10,2,29,15,43,6.35,Rain
1654,2013,Jul,13,27,23,19,22,21,19,97,86,74,1026,1024,1020,14,9,2,21,9,29,1.52,Rain
1655,2013,Jul,14,32,28,23,23,22,19,100,76,51,1028,1026,1024,16,12,6,16,6,26,0,Rain
1656,2013,Jul,15,34,30,26,23,21,19,79,62,44,1024,1023,1020,16,15,13,14,6,26,0,
1657,2013,Jul,16,34,30,25,21,18,16,71,54,36,1023,1022,1020,16,15,14,23,7,32,0,
1658,2013,Jul,17,36,31,26,22,20,17,71,53,34,1022,1020,1018,16,14,11,14,5,26,0,
1659,2013,Jul,18,37,32,27,22,21,19,65,52,38,1018,1016,1014,16,13,10,14,6,24,0,
1660,2013,Jul,19,36,32,28,24,23,21,74,60,46,1015,1012,1009,13,10,8,24,8,40,0,
1661,2013,Jul,20,34,31,27,23,21,19,69,58,47,1010,1009,1007,16,11,10,24,9,42,0,
1662,2013,Jul,21,32,28,24,21,18,14,79,58,36,1014,1013,1010,16,16,13,19,7,27,0,
1663,2013,Jul,22,30,27,24,23,22,19,94,80,65,1015,1012,1009,14,9,4,19,8,27,1.52,Rain
1664,2013,Jul,23,31,27,23,23,22,19,94,75,55,1010,1005,1001,16,10,2,23,7,37,7.87,Rain
1665,2013,Jul,24,28,24,20,20,17,11,79,62,45,1014,1007,1003,16,16,16,23,7,35,0,
1666,2013,Jul,25,20,19,18,15,12,9,73,63,52,1018,1016,1014,16,16,16,27,14,40,0.25,Rain
1667,2013,Jul,26,28,23,18,17,14,13,78,59,40,1017,1016,1016,16,16,16,21,8,29,0,
1668,2013,Jul,27,28,24,21,18,17,14,84,65,45,1018,1016,1015,16,16,13,19,5,34,0,
1669,2013,Jul,28,26,23,21,22,19,17,93,80,67,1016,1015,1013,16,11,3,21,3,32,6.1,Rain
1670,2013,Jul,29,29,25,21,21,17,9,97,66,34,1019,1016,1014,16,15,8,23,6,35,0.25,Rain
1671,2013,Jul,30,28,24,19,13,12,11,63,51,39,1022,1020,1020,16,16,16,16,6,27,0,
1672,2013,Jul,31,28,24,19,16,14,12,68,54,39,1022,1020,1017,16,16,16,13,5,27,0,
1673,2013,Aug,1,24,22,19,20,18,16,97,79,60,1017,1013,1010,16,7,1,16,5,26,16.51,"Fog , Rain"
1674,2013,Aug,2,28,24,19,20,17,13,97,69,40,1013,1011,1009,16,11,3,21,7,40,0,
1675,2013,Aug,3,26,23,20,18,16,13,73,63,53,1013,1012,1010,16,15,6,21,5,29,1.52,Rain
1676,2013,Aug,4,27,23,19,17,12,9,78,57,36,1015,1012,1011,16,16,16,21,8,34,0,
1677,2013,Aug,5,26,21,17,11,8,4,67,48,29,1018,1017,1015,16,16,16,16,5,26,0,
1678,2013,Aug,6,28,23,18,14,12,9,73,54,35,1020,1019,1017,16,16,16,14,4,27,0,
1679,2013,Aug,7,27,24,21,19,17,15,79,65,51,1021,1020,1018,16,16,16,21,8,35,T,
1680,2013,Aug,8,27,24,21,23,21,19,97,86,74,1019,1017,1016,16,9,1,16,7,31,11.68,"Fog , Rain"
1681,2013,Aug,9,29,27,23,24,22,21,94,80,65,1016,1012,1009,16,12,5,26,7,35,1.27,Rain
1682,2013,Aug,10,28,25,21,21,16,11,82,61,39,1018,1015,1012,16,16,16,23,8,34,0,
1683,2013,Aug,11,27,23,18,17,12,9,68,52,36,1020,1019,1017,16,16,16,14,4,23,0,
1684,2013,Aug,12,28,24,21,20,18,15,90,70,49,1018,1015,1014,16,14,3,13,3,21,1.27,Rain
1685,2013,Aug,13,25,23,20,22,19,18,97,83,69,1013,1009,1006,16,8,1,19,4,29,21.59,Rain
1686,2013,Aug,14,23,20,16,18,9,7,87,64,41,1017,1012,1008,16,16,14,24,10,43,0,
1687,2013,Aug,15,26,21,15,11,9,6,72,52,31,1021,1020,1018,16,16,16,16,6,26,0,
1688,2013,Aug,16,28,23,18,13,11,8,73,52,30,1023,1021,1020,16,16,16,13,3,21,0,
1689,2013,Aug,17,29,23,18,14,12,10,68,51,34,1025,1024,1023,16,16,16,13,3,18,0,
1690,2013,Aug,18,24,22,20,17,13,10,73,57,41,1025,1023,1021,16,16,13,16,5,24,T,
1691,2013,Aug,19,26,23,19,18,15,13,79,64,48,1020,1019,1017,16,16,13,14,5,27,T,
1692,2013,Aug,20,31,26,20,18,17,14,84,61,37,1020,1019,1017,16,16,13,14,5,23,0,
1693,2013,Aug,21,32,27,22,19,17,13,73,54,34,1022,1020,1018,16,15,13,13,4,23,0,
1694,2013,Aug,22,26,24,22,22,21,20,93,84,74,1018,1015,1012,16,9,3,16,6,26,6.35,Rain
1695,2013,Aug,23,28,25,22,20,14,10,84,59,33,1019,1015,1012,16,15,10,21,9,31,0,
1696,2013,Aug,24,27,23,18,14,11,6,68,48,28,1028,1025,1020,16,16,16,23,8,32,0,
1697,2013,Aug,25,28,23,18,14,12,9,78,55,31,1029,1027,1024,16,16,16,16,6,31,0,
1698,2013,Aug,26,29,24,20,21,15,12,93,70,46,1024,1018,1013,16,16,10,23,9,35,1.02,Rain
1699,2013,Aug,27,31,26,22,20,19,18,90,69,48,1013,1011,1010,16,16,13,19,8,27,0.25,Rain
1700,2013,Aug,28,30,26,22,22,21,18,93,76,58,1013,1012,1011,16,7,1,14,4,23,10.92,"Fog , Rain"
1701,2013,Aug,29,27,24,22,21,19,17,93,78,62,1017,1015,1012,16,11,3,19,8,29,T,Rain
1702,2013,Aug,30,29,26,21,20,18,17,84,66,48,1017,1014,1011,16,14,11,21,7,32,0,
1703,2013,Aug,31,30,27,23,22,21,19,84,73,61,1012,1010,1009,16,13,10,21,8,39,0,
1704,2013,Sep,1,29,27,24,22,21,21,87,76,65,1012,1010,1009,16,14,10,16,4,27,0,
1705,2013,Sep,2,28,26,23,23,22,19,94,82,69,1010,1008,1006,16,10,4,19,1,27,1.27,Rain
1706,2013,Sep,3,28,24,20,22,18,11,93,67,40,1012,1009,1006,16,11,4,19,5,31,0.76,Rain
1707,2013,Sep,4,28,23,18,13,12,9,73,54,35,1016,1014,1012,16,16,16,19,9,29,0,
1708,2013,Sep,5,27,22,18,14,9,3,68,48,27,1021,1016,1014,16,16,16,21,9,31,0,
1709,2013,Sep,6,22,18,14,8,5,2,57,42,27,1025,1023,1021,16,16,16,19,6,27,0,
1710,2013,Sep,7,27,21,15,12,8,6,67,48,28,1021,1017,1013,16,16,16,16,5,23,0,
1711,2013,Sep,8,28,23,18,16,11,4,63,45,27,1019,1012,1010,16,16,16,24,10,40,T,
1712,2013,Sep,9,23,18,14,14,9,4,68,51,34,1024,1022,1019,16,16,16,19,7,27,0,
1713,2013,Sep,10,31,26,20,22,19,14,84,71,57,1022,1020,1017,16,14,11,19,9,35,0.25,
1714,2013,Sep,11,36,31,25,23,22,21,79,64,49,1020,1018,1015,14,10,6,19,7,34,0,
1715,2013,Sep,12,31,26,21,23,21,19,97,79,61,1015,1010,1005,14,7,0,24,6,39,40.64,"Fog , Rain"
1716,2013,Sep,13,25,20,15,19,14,8,93,70,47,1011,1006,1004,16,14,5,23,8,39,1.52,Rain
1717,2013,Sep,14,19,16,12,8,7,6,66,55,44,1021,1015,1011,16,16,16,19,8,31,0,
1718,2013,Sep,15,23,17,11,11,7,3,77,54,31,1023,1021,1019,16,16,16,14,6,23,0,
1719,2013,Sep,16,23,18,13,14,11,8,78,61,44,1024,1020,1017,16,16,11,23,7,34,0.76,Rain
1720,2013,Sep,17,18,14,10,6,3,1,61,49,36,1031,1028,1025,16,16,16,27,8,40,0,
1721,2013,Sep,18,22,17,11,10,6,4,69,51,33,1028,1025,1023,16,16,16,14,4,24,0,
1722,2013,Sep,19,26,19,13,12,9,7,72,52,31,1023,1021,1019,16,16,14,13,4,21,0,
1723,2013,Sep,20,26,21,16,14,12,12,78,60,42,1019,1017,1016,16,15,13,14,5,26,0,
1724,2013,Sep,21,25,21,16,19,17,13,90,77,64,1016,1011,1005,16,14,2,26,7,45,18.29,Rain
1725,2013,Sep,22,21,17,12,19,12,4,93,68,42,1013,1007,1004,16,11,1,23,9,39,11.43,"Fog , Rain"
1726,2013,Sep,23,19,14,10,6,4,3,71,54,37,1017,1015,1013,16,16,16,19,7,31,0,
1727,2013,Sep,24,23,16,8,6,4,4,76,54,31,1018,1015,1012,16,16,16,19,7,27,0,
1728,2013,Sep,25,23,17,11,10,7,4,71,52,33,1014,1013,1012,16,16,16,11,3,18,0,
1729,2013,Sep,26,22,18,14,13,12,11,80,69,57,1020,1017,1014,16,16,16,16,6,26,0,
1730,2013,Sep,27,21,17,14,12,10,9,80,66,52,1025,1023,1020,16,16,16,16,7,23,0,
1731,2013,Sep,28,23,18,13,11,10,8,83,62,41,1027,1025,1024,16,16,16,19,7,27,0,
1732,2013,Sep,29,22,18,14,13,12,9,87,66,44,1024,1022,1019,16,16,16,14,5,23,0,
1733,2013,Sep,30,24,19,13,12,11,8,86,62,38,1019,1017,1015,16,16,11,19,5,27,0,
